Level,Name,Value,Description
 1,"HPDMA","410 Registers",
 1,"I2C","88 Registers",
 1,"I3C","124 Registers",
 1,"ICACHE","12 Registers",
 1,"IWDG","14 Registers",
 1,"JPEG","1008 Registers",
 1,"LPTIM","138 Registers",
 1,"LPUART","24 Registers",
 1,"LTDC","140 Registers",
 1,"MCE","384 Registers",
 1,"MDF","196 Registers",
 1,"MDIOS","142 Registers",
 1,"OTG","964 Registers",
 1,"PKA","6 Registers",
 1,"PSSI","14 Registers",
 1,"PWR","34 Registers",
  2,"PWR","17 Registers","Power control"
   3,"PWR_CR1",0x00000020,"PWR control register 1"
   3,"PWR_CR2",0x00000000,"PWR control register 2"
   3,"PWR_CR3",0x00000000,"PWR control register 3"
   3,"PWR_CR4",0x00000000,"PWR control register 4"
   3,"PWR_VOSCR",0x00020002,"PWR voltage scaling control register"
    4,"VOS","B_0x0(0)","Voltage scaling selection according to performance"
    4,"VOSRDY","B_0x1(1)","VOS ready bit for Vless thansub>COREless than/sub> voltage scaling output selection"
    4,"ACTVOS",0,"VOS currently applied for Vless thansub>COREless than/sub> voltage scaling selection"
    4,"ACTVOSRDY","B_0x1(1)","Voltage level ready bit for currently used ACTVOS"
   3,"PWR_BDCR1",0x00000000,"PWR backup domain control register 1"
   3,"PWR_BDCR2",0x00000000,"PWR backup domain control register 2"
   3,"PWR_DBPCR",0x00000000,"PWR disable backup protection control register"
   3,"PWR_CPUCR",0x00010000,"PWR CPU control register"
   3,"PWR_SVMCR1",0x00000000,"PWR supply voltage monitoring control register 1"
   3,"PWR_SVMCR2",0x00000000,"PWR supply voltage monitoring control register 2"
   3,"PWR_SVMCR3",0x00101010,"PWR supply voltage monitoring control register 3"
   3,"PWR_WKUPCR",0x00000000,"PWR wake-up clear register"
   3,"PWR_WKUPSR",0x00000000,"PWR wake-up status register"
   3,"PWR_WKUPEPR",0x00000000,"PWR wake-up enable and polarity register"
   3,"PWR_SECCFGR",0x00000000,"PWR security configuration register"
   3,"PWR_PRIVCFGR",0x00000000,"PWR privilege configuration register"
  2,"PWR_S","17 Registers","Power control"
 1,"RAMCFG","76 Registers",
 1,"RCC","500 Registers",
  2,"RCC","250 Registers","Reset and clock control"
   3,"RCC_CR",0x00000109,"RCC control register"
   3,"RCC_SR",0x00000109,"RCC status register"
   3,"RCC_STOPCR",0x00000002,"RCC Stop mode control register"
   3,"RCC_CFGR1",0x33330000,"RCC configuration register 1"
   3,"RCC_CFGR2",0x00100000,"RCC configuration register 2"
   3,"RCC_CKPROTR",0x00000000,"RCC clock protection register"
   3,"RCC_BDCR",0x00000000,"RCC backup domain protection register"
   3,"RCC_HWRSR",0x00000000,"RCC reset status register for hardware"
   3,"RCC_RSR",0x01E00000,"RCC reset register"
   3,"RCC_LSECFGR",0x00000000,"RCC LSE configuration register"
   3,"RCC_MSICFGR",0x3A000000,"RCC MSI configuration register"
   3,"RCC_HSICFGR",0x92000000,"RCC HSI configuration register"
   3,"RCC_HSIMCR",0x001F07A1,"RCC HSI monitor control register"
   3,"RCC_HSIMSR",0x00000000,"RCC HSI monitor status register"
   3,"RCC_HSECFGR",0x00000800,"RCC HSE configuration register"
   3,"RCC_PLL1CFGR1",0x00404B00,"RCC PLL1 configuration register 1"
   3,"RCC_PLL1CFGR2",0x00000000,"RCC PLL1 configuration register 2"
   3,"RCC_PLL1CFGR3",0x49000005,"RCC PLL1 configuration register 3"
   3,"RCC_PLL2CFGR1",0x08000000,"RCC PLL2 configuration register 1"
   3,"RCC_PLL2CFGR2",0x00000000,"RCC PLL2 configuration register 2"
   3,"RCC_PLL2CFGR3",0x49000005,"RCC PLL2 configuration register 3"
   3,"RCC_PLL3CFGR1",0x08000000,"RCC PLL3 configuration register 1"
   3,"RCC_PLL3CFGR2",0x00000000,"RCC PLL3 configuration register 2"
   3,"RCC_PLL3CFGR3",0x49000005,"RCC PLL3 configuration register 3"
   3,"RCC_PLL4CFGR1",0x08000000,"RCC PLL4 configuration register 1"
   3,"RCC_PLL4CFGR2",0x00000000,"RCC PLL4 configuration register 2"
   3,"RCC_PLL4CFGR3",0x49000005,"RCC PLL4 configuration register 3"
   3,"RCC_IC1CFGR",0x00010000,"RCC IC1 configuration register"
   3,"RCC_IC2CFGR",0x00020000,"RCC IC2 configuration register"
   3,"RCC_IC3CFGR",0x00000000,"RCC IC3 configuration register"
   3,"RCC_IC4CFGR",0x00000000,"RCC IC4 configuration register"
   3,"RCC_IC5CFGR",0x00000000,"RCC IC5 configuration register"
   3,"RCC_IC6CFGR",0x00030000,"RCC IC6 configuration register"
   3,"RCC_IC7CFGR",0x10000000,"RCC IC7 configuration register"
   3,"RCC_IC8CFGR",0x10000000,"RCC IC8 configuration register"
   3,"RCC_IC9CFGR",0x10000000,"RCC IC9 configuration register"
   3,"RCC_IC10CFGR",0x10000000,"RCC IC10 configuration register"
   3,"RCC_IC11CFGR",0x00020000,"RCC IC11 configuration register"
   3,"RCC_IC12CFGR",0x20000000,"RCC IC12 configuration register"
   3,"RCC_IC13CFGR",0x20000000,"RCC IC13 configuration register"
   3,"RCC_IC14CFGR",0x20000000,"RCC IC14 configuration register"
   3,"RCC_IC15CFGR",0x20000000,"RCC IC15 configuration register"
   3,"RCC_IC16CFGR",0x30000000,"RCC IC16 configuration register"
   3,"RCC_IC17CFGR",0x30000000,"RCC IC17 configuration register"
   3,"RCC_IC18CFGR",0x30000000,"RCC IC18 configuration register"
   3,"RCC_IC19CFGR",0x30000000,"RCC IC19 configuration register"
   3,"RCC_IC20CFGR",0x30000000,"RCC IC20 configuration register"
   3,"RCC_CIER",0x00020000,"RCC clock-source interrupt enable register"
   3,"RCC_CIFR",0x00000000,"RCC clock-source interrupt flag register"
   3,"RCC_CICR",0x00000000,"RCC clock-source interrupt Clear register"
   3,"RCC_CCIPR1",0x00000370,"RCC clock configuration for independent peripheral register1"
    4,"ADF1SEL","B_0x0(b'000)","Source selection for the ADF1 kernel clock"
    4,"ADC12SEL","B_0x7(b'111)","Source selection for the ADC12 kernel clock"
    4,"ADCPRE","B_0x3(b'00000011)","ADC12 Prog clock divider selection (for clock ck_icn_p_adf1)"
    4,"DCMIPPSEL","B_0x0(b'00)","Source selection for the DCMIPP kernel clock"
   3,"RCC_CCIPR2",0x00000000,"RCC clock configuration for independent peripheral register 2"
   3,"RCC_CCIPR3",0x00000003,"RCC clock configuration for independent peripheral register3"
   3,"RCC_CCIPR4",0x00000000,"RCC clock configuration for independent peripheral register4"
   3,"RCC_CCIPR5",0x0000F0F0,"RCC lock configuration for independent peripheral register5"
   3,"RCC_CCIPR6",0x00000000,"RCC clock configuration for independent peripheral register6"
   3,"RCC_CCIPR7",0x00000200,"RCC clock configuration for independent peripheral register7"
   3,"RCC_CCIPR8",0x00000000,"RCC clock configuration for independent peripheral register8"
   3,"RCC_CCIPR9",0x00000000,"RCC clock configuration for independent peripheral register9"
   3,"RCC_CCIPR12",0x00000000,"RCC clock configuration for independent peripheral register12"
   3,"RCC_CCIPR13",0x00000000,"RCC clock configuration for independent peripheral register13"
   3,"RCC_CCIPR14",0x00000000,"RCC clock configuration for independent peripheral register14"
   3,"RCC_BUSRSTR",0x00000000,"RCC SoC buses reset register"
   3,"RCC_MISCRSTR",0x00000000,"RCC miscellaneous configurations reset register"
   3,"RCC_MEMRSTR",0x00000000,"RCC memories reset register"
   3,"RCC_AHB1RSTR",0x00000000,"RCC AHB1 Reset register"
   3,"RCC_AHB2RSTR",0x00000000,"RCC AHB2 reset register"
   3,"RCC_AHB3RSTR",0x00000000,"RCC AHB3 reset register"
   3,"RCC_AHB4RSTR",0x00000000,"RCC AHB4 reset register"
   3,"RCC_AHB5RSTR",0x00000000,"RCC AHB5 reset register"
   3,"RCC_APB1LRSTR",0x00000000,"RCC APB1L reset register"
   3,"RCC_APB1HRSTR",0x00000000,"RCC APB1H reset register"
   3,"RCC_APB2RSTR",0x00000000,"RCC APB2 reset register"
   3,"RCC_APB4LRSTR",0x00000000,"RCC APB4L reset register"
   3,"RCC_APB4HRSTR",0x00000000,"RCC APB4H reset register"
   3,"RCC_APB5RSTR",0x00000000,"RCC APB5 reset register"
   3,"RCC_DIVENR",0x00000423,"RCC IC dividers enable register"
   3,"RCC_BUSENR",0x0000097B,"RCC SoC buses enable register"
   3,"RCC_MISCENR",0x00000040,"RCC miscellaneous configuration enable register"
   3,"RCC_MEMENR",0x000013F0,"RCC memory enable register"
   3,"RCC_AHB1ENR",0x00000030,"RCC AHB1 enable register"
   3,"RCC_AHB2ENR",0x00001000,"RCC AHB2 enable register"
   3,"RCC_AHB3ENR",0x00004600,"RCC AHB3 enable register"
   3,"RCC_AHB4ENR",0x00040041,"RCC AHB4 enable register"
    4,"GPIOAEN","B_0x1(1)","GPIOA enable"
    4,"GPIOBEN","B_0x0(0)","GPIOB enable"
    4,"GPIOCEN","B_0x0(0)","GPIOC enable"
    4,"GPIODEN","B_0x0(0)","GPIOD enable"
    4,"GPIOEEN","B_0x0(0)","GPIOE enable"
    4,"GPIOFEN","B_0x0(0)","GPIOF enable"
    4,"GPIOGEN","B_0x1(1)","GPIOG enable"
    4,"GPIOHEN","B_0x0(0)","GPIOH enable"
    4,"GPIONEN","B_0x0(0)","GPION enable"
    4,"GPIOOEN","B_0x0(0)","GPIOO enable"
    4,"GPIOPEN","B_0x0(0)","GPIOP enable"
    4,"GPIOQEN","B_0x0(0)","GPIOQ enable"
    4,"PWREN","B_0x1(1)","PWR enable"
    4,"CRCEN","B_0x0(0)","CRC enable"
   3,"RCC_AHB5ENR",0x00000000,"RCC AHB5 enable register"
   3,"RCC_APB1LENR",0x00000001,"RCC APB1L enable register"
    4,"TIM2EN","B_0x1(1)","TIM2 enable"
    4,"TIM3EN","B_0x0(0)","TIM3 enable"
    4,"TIM4EN","B_0x0(0)","TIM4 enable"
    4,"TIM5EN","B_0x0(0)","TIM5 enable"
    4,"TIM6EN","B_0x0(0)","TIM6 enable"
    4,"TIM7EN","B_0x0(0)","TIM7 enable"
    4,"TIM12EN","B_0x0(0)","TIM12 enable"
    4,"TIM13EN","B_0x0(0)","TIM13 enable"
    4,"TIM14EN","B_0x0(0)","TIM14 enable"
    4,"LPTIM1EN","B_0x0(0)","LPTIM1 enable"
    4,"WWDGEN","B_0x0(0)","WWDG enable"
    4,"TIM10EN","B_0x0(0)","TIM10 enable"
    4,"TIM11EN","B_0x0(0)","TIM11 enable"
    4,"SPI2EN","B_0x0(0)","SPI2 enable"
    4,"SPI3EN","B_0x0(0)","SPI3 enable"
    4,"SPDIFRX1EN","B_0x0(0)","SPDIFRX1 enable"
    4,"USART2EN","B_0x0(0)","USART2 enable"
    4,"USART3EN","B_0x0(0)","USART3 enable"
    4,"UART4EN","B_0x0(0)","UART4 enable"
    4,"UART5EN","B_0x0(0)","UART5 enable"
    4,"I2C1EN","B_0x0(0)","I2C1 enable"
    4,"I2C2EN","B_0x0(0)","I2C2 enable"
    4,"I2C3EN","B_0x0(0)","I2C3 enable"
    4,"I3C1EN","B_0x0(0)","I3C1 enable"
    4,"I3C2EN","B_0x0(0)","I3C2 enable"
    4,"UART7EN","B_0x0(0)","UART7 enable"
    4,"UART8EN","B_0x0(0)","UART8 enable"
   3,"RCC_APB1HENR",0x00000000,"RCC APB1H enable register"
   3,"RCC_APB2ENR",0x00000000,"RCC APB2 enable register"
    4,"TIM1EN","B_0x0(0)","TIM1 enable"
    4,"TIM8EN","B_0x0(0)","TIM8 enable"
    4,"USART1EN","B_0x0(0)","USART1 enable"
    4,"USART6EN","B_0x0(0)","USART6 enable"
    4,"UART9EN","B_0x0(0)","UART9 enable"
    4,"USART10EN","B_0x0(0)","USART10 enable"
    4,"SPI1EN","B_0x0(0)","SPI1 enable"
    4,"SPI4EN","B_0x0(0)","SPI4 enable"
    4,"TIM18EN","B_0x0(0)","TIM18 enable"
    4,"TIM15EN","B_0x0(0)","TIM15 enable"
    4,"TIM16EN","B_0x0(0)","TIM16 enable"
    4,"TIM17EN","B_0x0(0)","TIM17 enable"
    4,"TIM9EN","B_0x0(0)","TIM9 enable"
    4,"SPI5EN","B_0x0(0)","SPI5 enable"
    4,"SAI1EN","B_0x0(0)","SAI1 enable"
    4,"SAI2EN","B_0x0(0)","SAI2 enable"
   3,"RCC_APB3ENR",0x00000000,"RCC APB3 enable register"
   3,"RCC_APB4LENR",0x00038000,"RCC APB4L enable register"
   3,"RCC_APB4HENR",0x00000002,"RCC APB4H enable register"
   3,"RCC_APB5ENR",0x00000000,"RCC APB5 enable register"
   3,"RCC_DIVLPENR",0x00000000,"RCC dividers Sleep enable register"
   3,"RCC_BUSLPENR",0x00000003,"RCC SoC buses Sleep enable register"
   3,"RCC_MISCLPENR",0x00000000,"RCC miscellaneous configurations Sleep enable register"
   3,"RCC_MEMLPENR",0x00000000,"RCC memory Sleep enable register"
   3,"RCC_AHB1LPENR",0x00000000,"RCC AHB1 Sleep enable register"
   3,"RCC_AHB2LPENR",0x00000000,"RCC AHB2 Sleep enable register"
   3,"RCC_AHB3LPENR",0x00000400,"RCC AHB3 Sleep enable register"
   3,"RCC_AHB4LPENR",0x00040000,"RCC AHB4 Sleep enable register"
   3,"RCC_AHB5LPENR",0x00000000,"RCC AHB5 Sleep enable register"
   3,"RCC_APB1LLPENR",0x00000000,"RCC APB1L Sleep enable register"
   3,"RCC_APB1HLPENR",0x00000000,"RCC APB1H Sleep enable register"
   3,"RCC_APB2LPENR",0x00000000,"RCC APB2 Sleep enable register"
   3,"RCC_APB3LPENR",0x00000000,"RCC APB3 Sleep enable register"
   3,"RCC_APB4LLPENR",0x00000000,"RCC APB4L Sleep enable register"
   3,"RCC_APB4HLPENR",0x00000002,"RCC APB4H Sleep enable register"
   3,"RCC_APB5LPENR",0x00000000,"RCC APB5 Sleep enable register"
   3,"RCC_RDCR",0x06000000,"RCC APB5 Sleep enable register"
   3,"RCC_SECCFGR0",0x00000000,"RCC oscillator secure configuration register0"
   3,"RCC_PRIVCFGR0",0x00000000,"RCC oscillator privilege configuration register0"
   3,"RCC_LOCKCFGR0",0x00000000,"RCC oscillator lock configuration register0"
   3,"RCC_PUBCFGR0",0x00000000,"RCC oscillator public configuration register0"
   3,"RCC_SECCFGR1",0x00000000,"RCC PLL secure configuration register1"
   3,"RCC_PRIVCFGR1",0x00000000,"RCC PLL privilege configuration register1"
   3,"RCC_LOCKCFGR1",0x00000000,"RCC PLL lock configuration register1"
   3,"RCC_PUBCFGR1",0x00000000,"RCC PLL public configuration register1"
   3,"RCC_SECCFGR2",0x00000000,"RCC divider secure configuration register2"
   3,"RCC_PRIVCFGR2",0x00000000,"RCC divider privilege configuration register2"
   3,"RCC_LOCKCFGR2",0x00000000,"RCC divider lock configuration register2"
   3,"RCC_PUBCFGR2",0x00000000,"RCC divider public configuration register2"
   3,"RCC_SECCFGR3",0x00000000,"RCC system secure configuration register3"
   3,"RCC_PRIVCFGR3",0x00000000,"RCC system privilege configuration register3"
   3,"RCC_LOCKCFGR3",0x00000000,"RCC system lock configuration register3"
   3,"RCC_PUBCFGR3",0x00000000,"RCC system public configuration register3"
   3,"RCC_SECCFGR4",0x00000000,"RCC bus secure configuration register4"
   3,"RCC_PRIVCFGR4",0x00000000,"RCC bus privilege configuration register4"
   3,"RCC_LOCKCFGR4",0x00000000,"RCC bus lock configuration register4"
   3,"RCC_PUBCFGR4",0x00000000,"RCC bus public configuration register4"
   3,"RCC_PUBCFGR5",0x00000000,"RCC bus public configuration register4"
   3,"RCC_CSR",0x00000000,"RCC control set register"
   3,"RCC_STOPCSR",0x00000000,"RCC Stop configuration register"
   3,"RCC_BUSRSTSR",0x00000000,"RCC bus reset set register"
   3,"RCC_MISCRSTSR",0x00000000,"RCC miscellaneous reset register"
   3,"RCC_MEMRSTSR",0x00000000,"RCC memory reset register"
   3,"RCC_AHB1RSTSR",0x00000000,"RCC AHB1 reset register"
   3,"RCC_AHB2RSTSR",0x00000000,"RCC AHB2 reset register"
   3,"RCC_AHB3RSTSR",0x00000000,"RCC AHB3 reset register"
   3,"RCC_AHB4RSTSR",0x00000000,"RCC AHB4 reset register"
   3,"RCC_AHB5RSTSR",0x00000000,"RCC AHB5 reset register"
   3,"RCC_APB1LRSTSR",0x00000000,"RCC APB1L reset register"
   3,"RCC_APB1HRSTSR",0x00000000,"RCC APB1H reset register"
   3,"RCC_APB2RSTSR",0x00000000,"RCC APB2 reset register"
   3,"RCC_APB4LRSTSR",0x00000000,"RCC APB4L reset register"
   3,"RCC_APB4HRSTSR",0x00000000,"RCC APB4H reset register"
   3,"RCC_APB5RSTSR",0x00000000,"RCC APB5 reset register"
   3,"RCC_DIVENSR",0x00000000,"RCC Divider enable register"
   3,"RCC_BUSENSR",0x00000000,"RCC bus enable register"
   3,"RCC_MISCENSR",0x00000000,"RCC miscellaneous enable register"
   3,"RCC_MEMENSR",0x00000000,"RCC memory enable register"
   3,"RCC_AHB1ENSR",0x00000000,"RCC AHB1 enable register"
   3,"RCC_AHB2ENSR",0x00000000,"RCC AHB2 enable register"
   3,"RCC_AHB3ENSR",0x00000000,"RCC AHB3 enable register"
   3,"RCC_AHB4ENSR",0x00000000,"RCC AHB4 enable register"
   3,"RCC_AHB5ENSR",0x00000000,"RCC AHB5 enable register"
   3,"RCC_APB1LENSR",0x00000000,"RCC APB1L enable register"
   3,"RCC_APB1HENSR",0x00000000,"RCC APB1H enable register"
   3,"RCC_APB2ENSR",0x00000000,"RCC APB2 enable register"
   3,"RCC_APB3ENSR",0x00000000,"RCC APB3 enable register"
   3,"RCC_APB4LENSR",0x00000000,"RCC APB4L enable register"
   3,"RCC_APB4HENSR",0x00000000,"RCC APB4H enable register"
   3,"RCC_APB5ENSR",0x00000000,"RCC APB5 enable register"
   3,"RCC_DIVLPENSR",0x00000000,"RCC divider Sleep enable register"
   3,"RCC_BUSLPENSR",0x00000000,"RCC bus Sleep enable register"
   3,"RCC_MISCLPENSR",0x00000000,"RCC miscellaneous Sleep enable register"
   3,"RCC_MEMLPENSR",0x00000000,"RCC memory sleep enable register"
   3,"RCC_AHB1LPENSR",0x00000000,"RCC AHB1 Sleep enable register"
   3,"RCC_AHB2LPENSR",0x00000000,"RCC AHB2 Sleep enable register"
   3,"RCC_AHB3LPENSR",0x00000000,"RCC AHB3 Sleep enable register"
   3,"RCC_AHB4LPENSR",0x00000000,"RCC AHB4 Sleep enable register"
   3,"RCC_AHB5LPENSR",0x00000000,"RCC AHB5 Sleep enable register"
   3,"RCC_APB1LLPENSR",0x00000000,"RCC APB1L Sleep enable register"
   3,"RCC_APB1HLPENSR",0x00000000,"RCC APB1H Sleep enable register"
   3,"RCC_APB2LPENSR",0x00000000,"RCC APB2 Sleep enable register"
   3,"RCC_APB3LPENSR",0x00000000,"RCC APB3 Sleep enable register"
   3,"RCC_APB4LLPENSR",0x00000000,"RCC APB4L Sleep enable register"
   3,"RCC_APB4HLPENSR",0x00000000,"RCC APB4H Sleep enable register"
   3,"RCC_APB5LPENSR",0x00000000,"RCC APB5 Sleep enable register"
   3,"RCC_PRIVCFGSR0",0x00000000,"RCC oscillator privilege configuration register0"
   3,"RCC_PUBCFGSR0",0x00000000,"RCC oscillator public configuration register0"
   3,"RCC_PRIVCFGSR1",0x00000000,"RCC PLL privilege configuration register1"
   3,"RCC_PUBCFGSR1",0x00000000,"RCC PLL public configuration register1"
   3,"RCC_PRIVCFGSR2",0x00000000,"RCC divider privilege configuration register2"
   3,"RCC_PUBCFGSR2",0x00000000,"RCC divider public configuration register2"
   3,"RCC_SECCFGSR3",0x00000000,"RCC system secure configuration register3"
